segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,question_id,segment_text,codes,language
D2_S0011,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q1,الحياة طيبة يعني كما تفضل الإخوة الكرام الأعزاء تعني الرضا، هل أنت راضي عن ذاتك؟ تعني أن تكون مفيدا لنفسك ولغيرك. هذه واحدة من الركائز المهمة جدا. الحياة الطيبة تعني الطمأنينة، تعني الانضباط، بالنسبة لي تعني عدم فرض قيمك على الآخرين، لكن وفي الوقت نفسه يجب أن لا تنزل لمستوى قيمهم وممارساتهم ما دمت تراها خاطئة. الحياة الطيبة تتطلب أن تعمل لدنياك ولآخرتك. تستمتع بكل ما هو جميل في الحياة، وأن تكون مستعد للقاء ربك ، هذا واحد من المبادئ الأساسية . الحياة الطيبة تعني أيضا أن يكون حولك أناس طيبين، أن تنشئ أولادك، أسرتك، أحفادك على أفضل ما يكون، وأن يعرفوا المبادئ الأساسية لقيمة الحياة ولقيمة الإنسان ولقيمة العافية ولقيمة الحب، هذه أيضا يجب أن تتأصل في الأولاد ومن هم حولك.,general_response,ar
D2_S0012,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q2,شكرا ننتقل بهذا، للسؤال الثاني، الآن نأتي لمفهوم العافية. كيف يمكن أن نعرف مفهوم العافية من منظوركم الشخصي؟ عندما نقول مثلا هذا الإنسان يتمتع بالعافية، ماذا نقصد بهذا؟ كنا تكلمنا قبل قليل عن الحياة الطيبة، الآن سنتحدث عن العافية، ما المقصود بهذا المصطلح عندكم؟,moderator_context,ar
D2_S0013,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q2,"عندما أسمع كلمة ""العافية"" تخطر في بالي مباشرة ""الصحة""، ممكن الصحة تكون قبل المرض، والصحة ممكن أن تكون بعد المرض، يعني الإنسان المتعافي بدنيا، وروحيا، الذي لا يعاني من صعوبات في حياته، يعني فكره صافي لأنه مؤمن برب العالمين. فالإيمان هو الأساس الأول والطريق لتحقيق العافية. فحتى لو كان الإنسان مبتلى بمرض، مبتلى بصحة، مبتلى في بيته، أو مبتلى بأي أمر كان، لو كان مؤمنا برب الكون، فهو متمتع بالكثير من خيرات رب العالمين، المنعم عليه، فهذا العطاء الرباني يمكن أن يعافيه من كل الأشياء الدنيوية، فالإيمان هو أصلا مصدر العافية.",general_response,ar
D2_S0014,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q2,حسب رأيك، هل يوجد فرق بين الرفاه والعافية؟,moderator_context,ar
D2_S0015,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q2,الرفاه ليس لها علاقة بالعافية، ممكن ترى الإنسان يعيش في رفاهية، لكنه لا يعيش في عافية، فقد يظهر هذا الرفاه أمام الناس مثلما نقول يعني، من أجل أن يخفي بدواخله أشياء كثيرة، لا يحب أن يطلع عليها الناس، فالرفاهية ليست مصدرا للعافية.,general_response,ar
D2_S0016,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q2,نحن دائما في دعائنا نقول اللهم إنا نسألك العفو والعافية، وبصراحة شخصيا كنت دائما اتصور في بالي أن العافية هي عافية الجسد. لكن الآن وبعد هذا النقاش، أدركت أن العافية ليست مجرد عافية الجسد، بل هي ايضا عافية الروح والجسد وكما ذكرت الدكتورة سلوى، أن على الإنسان أن يكون عفيف النفس، يعني لا يكون نظرته للأمور بطريقة ضيقة أو زوايا محدودة. عليه أن ينظر دائما ينظر للأمور بنظرة من زوايا مختلفة، وأن يقيسها بمقاييس ثانية، وأن يتعفف عن كل شيء.,general_response,ar
D2_S0017,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q2,اعتقد أننا طوال عمرنا كنا نعرف العافية بأنها خلو الجسد من أي علة. والعلل قد تكون صحية وقد تكون نفسية وقد تكون معنوية ولها أشكال عديدة، يعني فصعب أنك تحصرها بجزء معين، ولكن عندما نقول هذا العافية أول شيء يخطر على بالنا الصحة والعافية إن هي مربوطة تماما بالصحة، والصحة يفسرها الناس كلٌ على طريقته.,general_response,ar
D2_S0018,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q2,حسب رأيك، هل يوجد فرق بين الرفاه والعافية؟,moderator_context,ar
D2_S0019,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q2,لا، أبدا. بالعكس كلما زادت الرفاهية كلما زادت المشاكل النفسية. أنا أربط الرفاهية مع قلة العافية.,general_response,ar
D2_S0020,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q2,"تعلمنا الحياة فكرة وهي أن العمر له دور. لذلك دائما نقول لا تنظر إلى رفاهية الشخص، لأنك لا تعرف حقيقته وواقعه الاجتماعي أو كما نعبر عنها بالإنجليزية "" background”، لذلك لا يمكن الحكم على الناس بظاهر حياتهم. لأن الرفاهية ليست السعادة، وليست السلامة النفسية مثلا، ولا راحتها، فالرفاهية ماهي إلا مجرد مكملات بالنسبة للشخص.",general_response,ar
D2_S0021,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q2,نرى الدكتور محمد عبد العليم، نفس السؤال السابق؟,moderator_context,ar
D2_S0022,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q2,"تقول الهيئة العالمية للصحة، أن عدم وجود الأعراض والأمراض لا يعني كمال الصحة، هذا إذا تكلمنا عن البعد الجسدي، وهذا معناها أنا هناك شيئا أعمق من العامل الجسدي فقط، وكما ذكر الزملاء، والدكتورة زينة الدعاء النبوي: ""اللهم إنا نسألك العفو والعافية والمعافاة التامة في الدين والدنيا والآخرة"".",general_response,ar
D2_S0023,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q3,الآن ننتقل لسؤال الثالث، عرفنا الحياة الطيبة وركائزها الخمسة. وعرفنا مفهوم العافية، الآن كيف يمكن لهذه الركائز الخمسة، وهي الروحية والفكرية والعاطفية والبدنية والاجتماعية، كيف يمكن أن تسهم في العافية حسب منظوركم؟ والآن نحن نتكلم طبعا حول الخدمات الصحية لفئة الشباب.,moderator_context,ar
D2_S0024,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q3,شخصيا أجعل الركيزة الروحية أول وأهم ركيزة، لأنني أعتقد ذلك وأومن به، إذا كانت الروح يقظة ومرتبط بالدين، تكون قوية وسليمة. كما أن الروح مرتبطة بالعاطفة أيضا. ارتباطنا بديننا، والقرآن فيه الكثير من الأشياء الروحية التي تبني شخصية الإنسان، بما فيه من حكم وقصص ومواعظ موجودة كثيرا.,general_response,ar
D2_S0025,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q3,نريد أن نأخذ الجواهر عندك الشباب تحديدا نتصور فئة الشباب، كيف يمكن لهذه الركائز أن تسهم في تحقيق العافية بمفهومها الشامل؟,moderator_context,ar
D2_S0026,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q3,نحن -كما ذكرت الدكتورة زينة- نعيش حالة من الانفتاح الكبير على وسائل التواصل الاجتماعي. لذا، إذا لم يقم الوالدان بحماية الأبناء منذ صغرهم، ويعلموهم الركائز الخمس، ويربطوهم بالدين والتمسك به من هذه الناحية؛ فإن الأمر سينتهي بالفشل. نحن نعالج كل الركائز، والبداية تكون من الأسرة والشباب في سن الطفولة؛ فمن تربى على شيء في صغره شاب عليه. هذا هو مفهومنا الاجتماعي. وكل ذلك يعتمد على الروح؛ لماذا؟ لأننا نعيش هذه الركائز في حياتنا الاجتماعية والعملية، فإذا لم تكن الروح يقظة، فلن تستطيع تيسير الأمور التي تمر بها؛ فإلى الآن توجد أشياء قاسية في الحياة، تحتاج إلى روحٍ يقظة لتهدئتها والتخفيف من وطأتها.,general_response,ar
D2_S0027,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q3,لقد شملت ركائز الحياة الطيبة الخمس كل ما يحتاجه الفرد لبناء جوانبه الإنسانية كافة، وذلك لتكوين فردٍ ينفع نفسه وينفع من حوله. فماذا يعكس لنا هذا؟ إن ما يهمني هو ما نناقشه اليوم بشأن هذه الفئة العمرية –الشباب-، فهي أهم فترة في حياة الإنسان. وإذا نظرنا من جانب الحالة النفسية، سنجد أنها الفترة التي قد تحدث فيها أهم الانحرافات التي تؤثر على حياة المرء بأكملها.,general_response,ar
D2_S0028,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q3,أنا أنظر للأمر من منظور اجتماعي بحت؛ فإذا تأملنا الأمراض المنتشرة في هذه الفئة العمرية بالذات، سنجد أن أغلبها يعود لسبب رئيسي وهو 'العزلة الاجتماعية'. والعزلة في مفهومنا الحديث لا تعني غياب العائلة أو الوالدين، بل تعني أن يعيش الفرد داخل أسرته ومع ذلك يظل معزولاً.,general_response,ar
D2_S0029,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q3,لديَّ تعليقٌ على ما ذكره الدكتور رائد بخصوص العزلة الاجتماعية؛ فنحن نعيش هذه العزلة واقعاً، حتى أنك قد ترى أربعة أشخاص يجلسون على طاولة واحدة، وكل منهم منشغلٌ بهاتفه. ولعل هذا ما دفع دولاً كبرى كالصين مؤخراً إلى اتخاذ إجراءات صارمة، حيث بدأوا بمنع الأطفال من الاستخدام المفرط للأجهزة اللوحية (الآيباد).,general_response,ar
D2_S0030,HWYO0AR.docx,0,D2_P01,participant,"Senior healthcare leader, Table 0",identified,Q3,شخصياً، أستخدمُ تشبيهاً لوصف حالة العزلة الاجتماعية في مجتمعاتنا؛ ففي السابق، كان 'الفريج' (الحي) يتكون من خمسة وثلاثين بيتاً، لكنه في الواقع كان يعمل وكأنه بيتٌ واحدٌ ذو خمسٍ وثلاثين غرفة. كان التفاعل الاجتماعي حياً ودائماً؛ فإذا احتاجت ربة البيت لنوع من التوابل أو الخضراوات، طرقت باب جارتها بكل عفوية. لقد عشنا تلك الأيام ونعرف تلك الروح.,general_response,ar
D2_S0031,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q3,إن العزلة الاجتماعية التي نناقشها في هذه الندوة تبدأ منذ الصغر، وهي تؤثر بشكل مباشر على تكوين شخصية الفرد في المستقبل؛ سواء في بيئة العمل، أو في حياته الزوجية، أو في علاقته مع أسرته الكبيرة. فالعزلة الناتجة عن الإفراط في استخدام الإلكترونيات لم تعد تقتصر على الهواتف فحسب، بل وصلت إلى حد انعزال الأبناء في غرفهم الخاصة خلف شاشات التلفاز والألعاب.,general_response,ar
D2_S0032,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q3,لقد تغلغلت العزلة الاجتماعية حتى في حياتنا العملية، وبدأت ملامحها تظهر منذ الطفولة؛ حيث أصبحت العلاقة الوحيدة والقائمة هي بين الطفل وجهاز الكمبيوتر.,general_response,ar
D2_S0033,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q3,يُعد الهاتف اليوم من أكبر التحديات التي تواجه المجتمعات؛ فالمشكلة الأساسية تكمن في 'العزلة الاجتماعية'. قديماً، كنا نظن أن العزلة لا تحدث إلا بسفر الأب أو بعده الجسدي، لكن العزلة الحقيقية اليوم هي أن تعيش مع أسرتك في بيت واحد، بينما كل فرد يعيش في عالمه الخاص دون أي تواصل.,general_response,ar
D2_S0034,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q3,إن ركائز الحياة الخمس تمثل منظومة متكاملة؛ فلو شبهناها بـ (قائمة خيارات)، فإن تحقيق الفرد لنسبة 50% إلى 60% من كل ركيزة ونقلها لأبنائه يعد إنجازاً عظيماً، وقد قدم لنا الإسلام في ذلك خيراً كثيراً. وبالنسبة لركيزة الروحانية، أرى تحفظاً على المصطلح؛ إذ يفضل تسميتها بـ (التربية الروحية الإيمانية) لربطها بالدين، رغم أن الروحانية كفلسفة قد تشمل فضائل إنسانية عامة، إلا أن الإيمان هو المحرك الأساسي للتوازن الداخلي.,general_response,ar
D2_S0035,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q4,يعني هل ترون أن الركائز الخمسة هذه التي ذكرناها موجودة في واقعنا الصحي والواقع العملي، هل تطبق في القطاع الصحي، أم أنها مفقودة؟,moderator_context,ar
D2_S0036,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q4,لو قلتُ لكم إن هذه الركائز غير موجودة في ممارستنا الطبية فلا تصدقوني، ولو قلتُ إنها موجودة فلا تصدقوني أيضاً؛ فهي حاضرة ولكن ليس بالشكل المثالي المأمول. أتحدث عن نفسي؛ فقد تخرجتُ كطبيبة إكلينيكية بامتياز، أتقنُ التشخيص وخطوات العلاج بدقة، لكن (التعاطف الوجداني)  مع المريض وأسرته هو ما سقط من حساباتنا كأطباء.,general_response,ar
D2_S0037,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q4,لديَّ تعقيبٌ على ما ذكرته الدكتورة وما طرحه الأخ إبراهيم حول رغبته في أن يصبح وزيراً للصحة ليوم واحد لإصلاح الطوارئ. من واقع خبرتنا العملية في مجال الطب، نحن بحاجة فعلياً لتغيير أسلوب تواصلنا مع المرضى، ولكن يجب أن ننظر للصورة كاملة؛ ففي أقسام الطوارئ، يقيس الطبيب الحالات بميزان الخطورة الطبية، بينما يرى كل مريض يأتي إلينا أنه الحالة الأهم التي تستحق الخدمة الفورية.,general_response,ar
D2_S0038,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q4,منذ قدومي إلى دولة قطر قبل نحو ثماني سنوات، أستطيع القول وبثقة إن هناك فرقاً شاسعاً وتطوراً مذهلاً شهِدته مؤسسة حمد الطبية والمؤسسات الصحية الأخرى. لقد وصلت قطر إلى مراحل متقدمة جداً في الرعاية الصحية، وأنا هنا لا أقارنها بمحيطها العربي فحسب، بل أقارنها بدول عريقة كبريطانيا التي عشتُ وعملتُ فيها.,general_response,ar
D2_S0039,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q4,إن الأساس في التعامل مع البشر، سواء كانوا مرضى أم أصحاء، هو المبدأ الأخلاقي الخالد: 'أن تعامل الناس كما تحب أن يعاملونك'. ومن هذا المنطلق، نرى ضرورة إدماج الركائز الإنسانية العظيمة لتصبح جزءاً لا يتجزأ من منظومة الرعاية الصحية.,general_response,ar
D2_S0040,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q5,بسم الله الرحمن الرحيم، نستهلُّ الآن جلستنا الثانية مع 'طاولة الحكماء'. لقد استعرضنا في الجلسة الأولى مفاهيم العافية والحياة الطيبة بركائزها المختلفة، وسؤالنا الآن يتجه نحو الواقع العملي: كيف يمكننا دمج هذه الركائز في صلب منظومتنا الصحية؟ بناءً على خبراتكم في مختلف مواقع العمل، ما هي التحديات التي ترونها؟ وما الذي يسهل أو يعيق عملية دمج ركائز الحياة الطيبة في سياق الرعاية الصحية ؟,moderator_context,ar
D2_S0041,HWYO0AR.docx,0,D2_P06,participant,"Family and religious adviser, Table 0",identified,Q5,بسم الله الرحمن الرحيم، بدايةً أسأل الله لنا ولكم التوفيق والسداد. أنا سعيدٌ جداً بوجودي على هذه الطاولة، ومستمتعٌ بما طُرح من رؤى رصينة. اسمحوا لي أن أبدأ بقصة من نهاية الثمانينات؛ لمريضٍ كان يعاني من حالة مستعصية وانزعاج شديد من الإجراءات الطبية، ولكن تحولاً جذرياً (180 درجة) حدث في حالته بمجرد أن قابله الطبيب بهدوء، وقدّم له ضيافة بسيطة 'كوباً من الشاي' محتوياً قلقه بلمسة إنسانية. هذا الطبيب كان الدكتور محمد، الذي أسعد بمشاركته دائماً في تقديم الإجابات التي تدمج بين المحور الشرعي والمحور النفسي عبر 'الشبكة الإسلامية'.,general_response,ar
D2_S0042,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q5,"أعتقد أن التحدي الأكبر الذي يواجهنا يكمن في إرادة صناع القرار وقناعتهم بضرورة دمج هذه الركائز ضمن المنظومة الصحية؛ فنحن لا نريد أن نظلم أحداً، ولكن إذا نظرنا إلى ما وصلت إليه الكلية الملكية البريطانية في الطب النفسي، نجد أنها حتمت أن يكون العلاج رباعي الأبعاد: بيولوجياً، ونفسياً، واجتماعياً، وروحياً. لذا نحن بحاجة ماسة لقرارات مؤسسية تحول هذه الركائز إلى سياسات عمل ملزمة، تماماً كما نجحت مؤسسة حمد الطبية في تجربة ""مكتب المطوع"" التي بددت المخاوف من أن دمج الروحانية قد يحول المستشفى إلى ساحة للدجل أو الشعوذة، بل أثبتت أنه عمل مهني وإنساني منضبط.",general_response,ar
D2_S0043,HWYO0AR.docx,0,D2_P02,participant,"Consultant obstetrician-gynaecologist, Table 0",identified,Q5,"أودُّ أن أضيف على كلام الدكتور أن النظرة المجتمعية تُعدُّ من أبرز التحديات التي تعيق تفعيل أدوار مثل ""مكتب المطوع"" في المستشفيات؛ فهذه النظرة تبدأ من الأسرة، وحتى في العلاقة بين الزوجين. ففي حالات الولادة مثلاً، حين يرى الزوج أو الأهل شخصاً يقرأ القرآن على المريضة، لا يستوعبون الأمر من منظوره النفسي أو الروحي السكينِي، بل ينصرف تفكيرهم فوراً إلى مفاهيم المسّ أو العين أو ما شابه، وهذا الخلط يجعل المرضى غير متقبلين لفكرة وجود مرشد ديني يتحدث إليهم أو يقرأ عليهم.",general_response,ar
D2_S0044,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q5,أشكركم جزيل الشكر، والحقيقة أن المتحدث الأخير في مثل هذه المجموعات المتميزة يجد أن الوجوه الكريمة قد غطت معظم الجوانب، ولكنني سأركز على صلب اختصاصي وما يدعم السياسات والتدريب التي ناقشناها؛ فالمشكلة الحقيقية تكمن في غياب المنظومة التقنية الداعمة لحماية الخصوصية.,general_response,ar
D2_S0045,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q3,حسب رأيك، كيف نربط هذه المنظومة بالركائز الخمسة؟,moderator_context,ar
D2_S0046,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q3,كما تفضل الدكتور عبد العليم، فإن القوانين في مختلف أنحاء العالم تجرّم إفشاء المعلومات الطبية، ولكن الإشكالية تكمن في ضمان أن تظل هذه المعلومات حكراً على الأشخاص المعنيين بالعلاج فقط. فعندما تُفصح المريضة للطبيبة عن معاناتها مع الاكتئاب، فإنها تمنحها ثقتها بناءً على موافقة ضمنية بأن تظل هذه المعلومة سرية، ولا تتاح لكل من هبّ ودبّ. لذا، أعتقد أن التحدي الأكبر أمام المنظومة الصحية الحالية هو ضمان خصوصية المرضى بشكل تقني وقانوني صارم.,general_response,ar
D2_S0047,HWYO0AR.docx,0,D2_P05,participant,"Senior psychiatrist and policy adviser, Table 0",identified,Q3,نحن حالياً في مرحلة إعادة صياغة 'حقوق المرضى ومسؤولياتهم'، والتي ستكون جزءاً أصيلاً من قانون الصحة النفسية الجديد المتوقع صدوره خلال الأشهر الثلاثة القادمة بإذن الله. ومن بين البنود الجوهرية التي أصررتُ شخصياً على تضمينها في هذا القانون، هو حق المريض –أو ذويه في حال فقدان الأهلية– في المطالبة بكشفٍ رسمي يوضح هوية جميع الأشخاص الذين اطلعوا على ملفه الإلكتروني.,general_response,ar
D2_S0048,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q3,"على الرغم من أن الأنظمة المعمول بها حالياً في مؤسسة حمد الطبية لا تسمح للطبيب بفتح ملف مريض إلا إذا كان ضمن الفريق المباشر المشرف على علاجه، إلا أن الجوهر يكمن فيما ذكره الدكتور رائد؛ وهو وجود معلومات دقيقة وحساسة يرفض المريض تماماً اطلاع أحد عليها. وهذه إحدى أبرز التحديات التي تواجهنا عند محاولة دمج ركائز ""الحياة الطيبة"" في المنظومة الصحية؛ حيث يميل الكثيرون لإخفاء أمراضهم أو حالاتهم النفسية الصعبة.",general_response,ar
D2_S0049,HWYO0AR.docx,0,D2_P04,participant,"Mental-health executive, Table 0",identified,Q3,إن المنظومة الحالية توفر إطاراً قانونياً يعاقب على إفشاء الأسرار، وهو أمرٌ معمول به عالمياً؛ ففي بريطانيا مثلاً، يُعدُّ الدخول غير المصرح به على ملف مريض أو تسريب معلوماته جريمة يعاقب عليها القانون بصرامة. ومع ذلك، يظل التحدي في واقع الممارسة؛ ففي التجربة البريطانية، هناك اعتراف بأن جزءاً كبيراً من المعلومات الصحية هي ملكية خاصة للمريض نفسه، ومن حقه تماماً ألا يمنح الموافقة على مشاركتها أو جعلها متاحة للآخرين.,general_response,ar
D2_S0050,HWYO0AR.docx,0,D2_M01,moderator,"Moderator, Table 0",identified,Q5,أعيد التذكير بالسؤال: ما الذي يسهل أو يعيق عملية دمج ركائز الحياة الطيبة في سياق الرعاية الصحية ؟,moderator_context,ar
D2_S0051,HWYO0AR.docx,0,D2_P03,participant,"Consultant obstetrician-gynaecologist and executive leader, Table 0",identified,Q5,إنني لا أستطيع الوصول إلى المريضة أو تفعيل ركائز 'الحياة الطيبة' في علاجها ما لم أتمكن من كسر الحواجز النفسية التي تحيط بها؛ فالمريضة أحياناً تكون منغلقة على نفسها تماماً 'كالعلبة المغلقة' التي لا يمكن النفاذ إليها. وفي ظل هذا الانغلاق، يغدو من الصعب عليَّ تقييم وضعها بدقة أو تغيير نمط التواصل معها لتحسين حالتها، خاصة وأن التعامل مع المرضى ليس قالباً عاماً يُطبق على الجميع؛ فكل مريض يمثل حالة خاصة تتطلب أسلوباً منفرداً في الاحتواء والمعاملة.,general_response,ar
D2_S0052,HWYO0AR.docx,0,D2_P01,participant,"Senior healthcare leader, Table 0",identified,Q5,"لقد عايشتُ تجربة حقيقية قبل أربعين عاماً، حين كنتُ في مرحلة الثانوية العامة، وأذكر قصة شخص من الجنسية اليمنية أحبَّ فتاة من ""منطقة الجسرة"" حباً شديداً، ولكن عائلتها رفضت تزويجه إياها. ومع مرور الأيام، تدهورت حالته النفسية حتى فَقَد عقله وأُدخل مستشفى الطب النفسي، وكان يُدعى ""قمري"". لقد كان هذا الرجل فناناً بطبعه، ومع ذلك ظل حبيس المستشفى لسنوات طويلة، بل ربما لأكثر من عشرين عاماً.",general_response,ar
