evidence_id,theme,segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,evidence_type,question_id,excerpt_text,codes,language,report_use
D1_S0173,Theme_1_Balanced_Contentment,D1_S0173,HWCH0AR.docx,0,D1_P05,participant,"Healthcare professional, Table 0",identified,verbatim_transcript,Q3,"Because I'm, I'm a very strong advocate of having, uh, you know, a spiritual, uh, counseling and that is not, is not provided, you know, however we contributed at Nova and, and, and have a very nice and good manual, you know, for, uh, uh, you know, systemic counseling and others.",spiritual_moral_anchor,ar,theme_evidence
D1_S0641,Theme_1_Balanced_Contentment,D1_S0641,HWCH10AR.docx,10,D1_P23,participant,"Occupational therapist, Table 10",identified,note_style_transcript_summary,Q3,"Provided a case study of a teenage patient with facial paralysis, explaining how they integrated spiritual practices, emotional support, social networks, and intellectual understanding (health literacy) to help her engage in her own recovery.",pillar_emotional;pillar_intellectual;pillar_social;spiritual_moral_anchor,en,theme_evidence
D1_S0726,Theme_2_Care_Ecology,D1_S0726,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,لأن في حال نحن نريد أن نطبقه، هناك بعض الأشخاص سيكونوا بعيدين عن مفهوم الركائز وهذا، فأول نقطة وعي ايضا كمقدم الرعاية الصحية الأولية لهذه الركائز كيف يمكن أن نطبقها وندمجها بعملنا بشكل يومي؟ Moderator أنت طرحت موضوع له علاقة بالمقترحات، لكن لو اطلعنا على الركائز، ودعنا نقول ما الذي يجعل عدم تطبيقها ممكن يعني؟ ما هي التحديات التي تجعل من الصعب تطبيقها؟ family medicine specialist participant ليس موجود أي يعني أنا بالنسبة لنا ليس موجودة هذه الفكرة يعني لنا كمقدمين يعني رعاية صحية أو,family_support_ecology,ar,theme_evidence
D1_S0746,Theme_2_Care_Ecology,D1_S0746,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,موجود لدعم الأسرة، لصحة الأسرة، لتوعية الأسرة بدورها الفعال في تربية الأطفال لدينا مركز لدينا مركز تفعيل التناسق بين بين المراكز الموجودة بين الرعاية الأولية الرعاية الثانوية بين المركز الدولي للأسرة بين جامعة قطر بين المدارس وزارة التربية تفعيل التناسق بين وزارة الشباب والرياضة؟ وتوفير الكوادر ايضا متاح متاح التدريب الحين صار عالمي يعني بتقنيه الاونلاين امكانيه جلب المدربين من الخارج لدينا فرص يعني في متناول الفرص اذا توفرت النية والخطه البديل سيكون رائع ويمكن ان يكون على المدى القريب family medicine specialist participant,family_support_ecology,ar,theme_evidence
D1_S0927,Theme_2_Care_Ecology,D1_S0927,HWCH6AR.docx,6,D1_P12,participant,"Hospital PR manager, Table 6",identified,verbatim_transcript,Q2,اعتمدوا على أنهم لا يستطيع أن يحضر face to face. تعرف هناك يعني لكي يتناسب مع وجود كل الناس. طبعا تأخذ مواضيع ما ما يخطر في ذلك موجودة من الاهتمام بالعائلة، للأشياء الدينية، لكي السيطرة على تتعاملي مع اطفالك بالتربية، مواضيع متعددة، أخذت كل الجوانب التي تتحدث بها. كيف كان موجود صوته عالي ليس مشكلة مع المدرسين يسمع صوته عالي. فتأخذ مواضيع متعددة، هذه من ناحية وال التي يعملها طبعا different disciplines psychologist mental health physicians، عندك تغذية، حتى يأخذوا كل different multidisciplinary tea,interdependent_care,ar,theme_evidence
D1_S0718,Theme_2_Care_Ecology,D1_S0718,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,نعم، فيختلف أنا أعتقد، يعني هم كلهم يؤدون، لكن يكون بينهم تكامل وتختلف بالدرجة Moderator إضافة جيدة جميلة ما شاء الله. family medicine specialist participant أعتقد أن وجود ال الركائز الخمسة أساسي للحصول على العافية، وجودهم بشكل اكبر سيؤثر بشكل ايجابي على العافية. على تحسين على تحسين العافية Moderator أي إضافة. أحد يحب أن يضيف اذا نستطيع ان نقول ان التكامل بين هذه الركائز يؤدي الى عافية جيدة، وقد لا تكون هذه الركائز متوافرة في الإنسان بجميع الدرجات.,family_support_ecology,ar,theme_evidence
D1_S0758,Theme_2_Care_Ecology,D1_S0758,HWCH2AR.docx,2,D1_P06,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q6,Moderator اقتراحاتكم. family medicine specialist participant أحب أن اقترح مركز الحياة الطيبة هو يعمل حملات توعوية على الإعلام، حتى يمكن أن يذهب إلى المدارس، على المؤسسات، العمل يقدم محاضرات عن الحياة الطيبة وركائزها. هذا الشيء ايضا سوف يساهم لزيادة وعي الأشخاص بهذه الركائز، وسيبحثون اكيد على تطبيقها، يكونوا في تعاون مع مقدمي الرعاية الصحية الأولية للحصول على الحياة الطيبة Moderator يكون هناك تعاون بين مركز الحياة والقطاع الصحي.,family_support_ecology,ar,theme_evidence
D1_S0548,Theme_2_Care_Ecology,D1_S0548,HWCH0AR.docx,0,D1_P04,participant,"Wellbeing researcher, Table 0",identified,verbatim_transcript,Q3,"I mean, also, also with this nanny, like, you know, like sending your children to kindergartens or like having, you know, like, you know, you know, second mothers or care, we have lots and lots of teachers who are like off their duty and they are, they have plenty of time to, you know, for, you know, to gain some financial stability and to take care of other children, you know, so like, it's just like a match.",child_vulnerability;safety_security;school_clinical_link,ar,theme_evidence
D1_S0725,Theme_2_Care_Ecology,D1_S0725,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,Moderator شكرا participant. participant family medicine specialist participant بشكل عام نتكلم عن مؤسسة الرعاية الصحية الأولية، مثلما ذكرنا قبل هناك بعض ال الركائز، لكن ليس كله موجود كمؤسسة، فأعتقد كمؤسسة وبالإدارة المفروض أن يطبق مفهوم الحياة الطيبة أن يكون هناك تمرين للموظفين فتح خدمات جديدة وتكون متوفرة بكل المراكز، فكل يكون على ذات كمقدمين الرعاية الصحية الأولية، أول شيء على معرفة بهذا الموضوع.,family_support_ecology,ar,theme_evidence
D1_S0255,Theme_2_Care_Ecology,D1_S0255,HWCH0AR.docx,0,D1_P01,participant,"Psychiatrist, Table 0",identified,verbatim_transcript,Q5,"And they go just, that's it. Yeah. Yeah. Yeah. I wish that in the healthcare system, doctor comes sit. With the PA patient or with the family, you know, try to, to give him hope. He said, no, this is okay. You'll be fine in shower. Nothing. They treat him as a machine. Honestly. I have seen, and other things also, I'm talking about Qatar that if you go, sometimes even Qatari, you don't have no bed.",family_support_ecology,ar,theme_evidence
D1_S0939,Theme_2_Care_Ecology,D1_S0939,HWCH6AR.docx,6,D1_P10,participant,"Psychologist, Table 6",identified,verbatim_transcript,Q3,أميركا ما الذي غيرها؟ أميركا لم كانت ولايات متناحرة وبيناتهم حروب كانوا، ولكن الآن توحدوا كلياتهم وصاروا تحت رئيس واحد وكلمة واحدة وكذا. ولايات كثيرة عدد، فوق الخمسين، فدائما التغييرات تبدأ من الداخل، من داخل أشخاص واعيين، متنورين، لديهم نظرة مستقبلية، ومعهم team حكيم أيضا، ويعني مثل الهرم. يعني يبدأ من فوق ونزلزل ينزل هكذا حتى يصل إلى القاعدة من يوم وليلة.,interdependent_care,ar,theme_evidence
D1_S0012,Theme_2_Care_Ecology,D1_S0012,HWCH0AR.docx,0,D1_P02,participant,"Healthcare professional, Table 0",identified,verbatim_transcript,Q1,"One of my professor and at the medical school, when I was in my fourth year, we did, uh, I, I studied medicine, uh, king Faisal University in Saudi Arabia, Inam. And in fourth year, actually fifth year, we, we do clinical rotations and one of them is psychiatry. So a professor , uh, me bless his, yeah. You know him, Meah, bless his soul.",school_clinical_link,ar,theme_evidence
D1_S0664,Theme_2_Care_Ecology,D1_S0664,HWCH10AR.docx,10,D1_P26,participant,"Social worker, Table 10",identified,note_style_transcript_summary,Q4,Called for more inclusive resources accessible based on need rather than financial ability.,child_rights_inclusion;child_vulnerability;family_support_ecology;pillar_social;respite_inclusive_resources,en,theme_evidence
D1_S0274,Theme_2_Care_Ecology,D1_S0274,HWCH0AR.docx,0,D1_P03,participant,"Mental health professional, Table 0",identified,verbatim_transcript,Q5,"You said remember, enjoy the six weeks you doing psychiatry. And to me, your point about listening, I'm sure the root of everything is somebody taking the time to listen and hear whether, whether they can resolve the immediate problem. Just if we teach our residents to stop and listen.",school_clinical_link,ar,theme_evidence
D1_S0717,Theme_3_Service_Fragmentation,D1_S0717,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,mental health service administrator participant نعم. يعني يعني ممكن في بعض الأشخاص الارتفاع في جانب معين يغطي على الجوانب الأخرى. بالنسبة لأشخاص آخرين ارتفاع في جانب آخر يغطي على الأشياء الأخرى، هي كلها مع بعض، يعني ركائز متكاملة ممكن أن تؤدي، لكن لا تكون بنفس الصورة ونفس الطريقة حق الكل، يعني لأن هناك اختلاف في درجاتها، يعني ممكن أن يكون الجانب يعني البدني يعني مثلا ليس مرتفع جدا، ممكن أن يكون دعنا نقول أن هناك نقص بجانب معين، لكن ممكن الجانب الروحي أو الجانب الديني يكون عند,healthcare_system_critique,ar,theme_evidence
D1_S0720,Theme_3_Service_Fragmentation,D1_S0720,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,clinical psychologist participant وأنا أعطيت رقم الجمعية أمان تتواصل معكم، لكن الحقيقة لم تعرف ماذا حدث يعني في حال ما رجعت رأيت المريضة، في حال اتصلت، طلبت المساعدة، في حال وجهت للجمعية، كنا مع أيام ليس لدينا متابعة على الحالة نستطيع أن نساعدها على المدى الطويل. participant from a support service دائما عنا مع مستشفى حمد رابط تواصل هو دائما المكف الخارجية عندنا، فدائما يكون في كل مركز يكون عن طريق تحويل الطبيب بحمد، حتى مؤسسة حمد الرعاية الصحية، الأولية يعملون عليها ح,healthcare_system_critique,ar,theme_evidence
D1_S0723,Theme_3_Service_Fragmentation,D1_S0723,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,mental health service administrator participant أعتقد يعني يمكن بالنسبة للجانب الشخصي للإنسان، ممكن يمنع أن يكون عنده تكامل. كل الجوانب لا يكون عنده وعي بأهمية كل الجوانب وتأثيرهم على بعض كمتلقي للخدمة من وجهة نظره لا يكون مثلا عنده وعي كفاية أو معرفة بتأثير كل جانب على الآخر يعتقد أن كل جانب منفصل يعني طيب ما دخل مثلا تمارين الرياضية في نفسيتي أو في أمور يجب أن أشعر أن يكون هناك وعي يعني، أعتقد هذه الأشياء التي يمكن أن تكون في المدارس حتى أن الشخص يفهم التكامل بين كل الجوانب,healthcare_system_critique,ar,theme_evidence
D1_S0745,Theme_3_Service_Fragmentation,D1_S0745,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,طيب، دعونا نطلع على الجوانب الإيجابية، هل هناك إمكانية في تحقيق هذه الركائز في منظومة الرعاية الصحية؟ ما هي الفرص المتوفرة لدينا لتحقيق هذه الركائز؟ هل يوجد فرص لتحقيقها. هل يوجد مجال؟ هل هناك إمكانية لتحقيق هذه الركائز في منظومة الرعاية الصحية؟ clinical psychologist participant اذا توفرت الوعي بالمشكله توفرت الوسائل الامكانيات موجودة لدينا إمكانيات جبارة لتوفير التناسق بين الإدارات الموجودة عندك مركز الأسرة الدولي موجود، مركز ناشط يدعم الأسرة، الأسرة مركز الدول,healthcare_system_critique,ar,theme_evidence
D1_S0756,Theme_3_Service_Fragmentation,D1_S0756,HWCH2AR.docx,2,D1_P06,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q6,mental health service administrator participant من المدارس. لو بدأنا من المدارس وبدأنا الوعي من المدارس، يأخذ فكرة متشبع بالأمر، ويكون عارف بالأمر، يستطيع أن يصل إلى المستوى. ما هي الخدمات وما الذي عليه. فأنا دائما أحب أن يكون دائما حتى عندنا في المركز يبدؤؤن من المدارس. أن يكون أكثر تركيز اكثر وعي ، وهم بادئين أساسا، لكن بشكل مكثف اكثر عن الصحة، عن التغذية التغذية الجبارين كانوا يون المدارس كنت أذكر، لأن الآن عمري يأتون يون، فتوعية عن طريق المدارس بالنسبة لي أكثر أهمية من أ,healthcare_system_critique,ar,theme_evidence
D1_S0757,Theme_3_Service_Fragmentation,D1_S0757,HWCH2AR.docx,2,D1_P06,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q6,سيكون في مدارس أعمق و .... هذا تدريب الطاقم تدريب الطاقم خصوصا التربية الاجتماعية، قليلا نحصل ورش قليلا نحصل كيفية التعامل مع هذه الفئة، كلها تقريبا في الأمور والنفسية كبار الأطفال لا يوجد ورش Moderator تدريب الطاقم خاصة في مرحلة الأطفال الطفولة، أي مقترحات لها مقترحات عملية clinical psychologist participant وزارة منتدبة للطفولة وزارة منتدبة للطفولة تكون مهمتها الأساسية التنسيق مهامها التنسيق ،التنسيق والاهتمام وخلق السياسات تنفيذ سياسات، السلطة التشريعية والسلط,healthcare_system_critique,ar,theme_evidence
D1_S0715,Theme_3_Service_Fragmentation,D1_S0715,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,Moderator إذن هذه الحياة الطيبة، كيف يمكن الركاز أن تسهم في عافيتنا؟ شكرا participant لهذه الإضافات. كيف يمكن أن تسهم في تحسين العافية ؟ clinical psychologist participant توفر الركائز تسهم بشكل مباشر وقوي في توفر العافية. تسم بطريقة مباشرة، اذا توفرت بقدر توفر الركائز الخمسة بقدر حصولنا على درجة عالية من العافية. mental health service administrator participant يعني اعتقد ان التكامل مهم بين الركائز الخمسة لما يكون عافيتك.,healthcare_system_critique,ar,theme_evidence
D1_S0741,Theme_3_Service_Fragmentation,D1_S0741,HWCH2AR.docx,2,D1_P07,participant,"Healthcare professional, Table 2",identified,verbatim_transcript,Q4,Moderator إضافة؟ mental health service administrator participant لا، لكن اتفق معهم، واتفق على التركيز على خدمات للأطفال، لأنه حاليا ليست موجودة يعني. في الرعاية الصحية مثلما عرفنا، مؤسسة حمد موجودة، لكنها حق الحالات التي تكون شديدة severe ليست حق الحالات العادية. هناك فئة كبيرة لا يوجد لهم خدمات للأسف يعني تحول تحول الأطفال على حمل طبيب النفسيات الحالات الصغيرة بالمؤسسة ليس لدينا إلا سحب مدرسة، وكنا لا تتابعون كل الحالات، وهنا عندنا نقص.,healthcare_system_critique,ar,theme_evidence
D1_S0548,Theme_3_Service_Fragmentation,D1_S0548,HWCH0AR.docx,0,D1_P04,participant,"Wellbeing researcher, Table 0",identified,verbatim_transcript,Q3,"I mean, also, also with this nanny, like, you know, like sending your children to kindergartens or like having, you know, like, you know, you know, second mothers or care, we have lots and lots of teachers who are like off their duty and they are, they have plenty of time to, you know, for, you know, to gain some financial stability and to take care of other children, you know, so like, it's just like a match.",child_vulnerability;safety_security;school_clinical_link,ar,theme_evidence
D1_S0010,Theme_3_Service_Fragmentation,D1_S0010,HWCH0AR.docx,0,D1_P03,participant,"Mental health professional, Table 0",identified,verbatim_transcript,Q1,"And I said, yes, it's part of what Hammered Medical Corporation does. And he said, and he looked me in the eye and said, your helpline saved my best friend's life. And then he told me about his friend who had been on the Ring Road and had made the call. So in terms of something that I'm proud of, the fact that all of us, any of us have been part of that initiative, I think is, uh, something to be proud of.",healthcare_system_critique,ar,theme_evidence
D1_S0934,Theme_3_Service_Fragmentation,D1_S0934,HWCH6AR.docx,6,D1_P10,participant,"Psychologist, Table 6",identified,verbatim_transcript,Q3,هم هؤلاء الذين يذهبون عندك ايضا من اخذ الاعتماد القلب. يعني البرنامج من يعني نحن 11 مستشفى مؤسسة حمد أو 12، من ضمنها يمكن 50% بدأوا يأخذوا كل المراكز الآن بدأوا. هي ليست بدأت في أول مستشفى بدأ فيه ACC هي الرعاية الأولية. بدأوا على بعد جربوها نحن أول تجربة ك facility General Hospital. لأنه أصعب شيء تبدأ في. وطبعا حمد العام هو الأصعب، عرفت كيف؟ فبدأوا كمستشفى عام، نحن أول مستشفى عام يأخذ الاعتماد، كلهم.,healthcare_system_critique,ar,theme_evidence
D1_S0180,Theme_3_Service_Fragmentation,D1_S0180,HWCH0AR.docx,0,D1_P02,participant,"Healthcare professional, Table 0",identified,verbatim_transcript,Q3,"From coast to coast, uh, across the globe. They are still unfortunately not, uh, teaching medicine in a holistic way. You, you find the people teaching physical, disconnected from the mental and social component. Even some of them, they. Actually, and these are the, the small percentage, they don't see the nonphysical as true medicine and they, they tend to undermine it, which is wrong.",balance_multidimensional;pillar_physical;pillar_social;system_disconnection,ar,theme_evidence
D1_S0445,Theme_4_Culturally_Grounded_Solutions,D1_S0445,HWCH0AR.docx,0,D1_P04,participant,"Wellbeing researcher, Table 0",identified,verbatim_transcript,Q3,"This is the, I was like, hold on, hold on. Before that let us map their wellbeing. Let us see where are the indicators telling us. Where they are improving, where are the struggles, where are the issues? And then create an intervention and then retest with the instrument. And so panel, I just did that small intervention to one of the higher education, um, institutes here in Qatar, uh, where I did group therapy counseling, a career counseling group, therapy for males and females students, differe",awareness_education,ar,theme_evidence
D1_S0622,Theme_4_Culturally_Grounded_Solutions,D1_S0622,HWCH10AR.docx,10,D1_P25,participant,"Psychologist, Table 10",identified,note_style_transcript_summary,Q1,"Described well-being as a balance of physical, emotional, and spiritual aspects, noting that spiritual strength is a significant protective factor for families in the local culture compared to her experience in the UK. Shared a personal story about being hospitalized for burnout, emphasizing that healthcare professionals often forget to enforce the ""balance"" they preach to others. Strongly cautioned against judging by appearance, giving the example of well-presented teenagers who may be self-har",balance_multidimensional;cultural_local_adaptation;healthcare_worker_wellbeing;pillar_emotional;pillar_physical;spiritual_moral_anchor,en,theme_evidence
D1_S0926,Theme_4_Culturally_Grounded_Solutions,D1_S0926,HWCH6AR.docx,6,D1_P12,participant,"Hospital PR manager, Table 6",identified,verbatim_transcript,Q2,اذا تحدث فيها مؤسسة حمد. دعنا نأخذها عليكم هذه؟ نعم، أنا أتكلم لك عن دعنا نتكلم في آخر سنوات بدأ الوعي عند المؤسسة في الويلبينك. نعم. وعي كامل يعني بصراحة. يعني دعنا نقول منذ ثلاث سنوات بدأوا هذا الشيء بعد الكورونا صحيح. بدأت لأن هناك خلال الكوفيد-19 تأثروا بالفترة التي كانت فيها COVID-19. فبدأوا لدينا من بعدها عندنا قسم اسمه قسم اسمه والحل فيها ايضا طبعا فيها multiple program multiple program قوا فيها، عملوا فيها أو شيء session خفيفة لطيفة كل يمكن أن يحضروها سواء face to face أو عن طريق لكي,awareness_education,ar,theme_evidence
D1_S0935,Theme_4_Culturally_Grounded_Solutions,D1_S0935,HWCH6AR.docx,6,D1_P10,participant,"Psychologist, Table 6",identified,verbatim_transcript,Q3,لكن نستطيع أن نتحدث عنه، ليس مثلما تكلم full structure culture أو الثقافة يجب أن تتغير. هل هو بدأنا بالثقافة أنها تتغير؟ نعم، لكن هل هي وصلت لمرحلة أن نحن (صيدلانية من مستشفى حمد) هناك ايضا هناك ايضا التركيز على موضوع الوقاية مثلا من ناحية المرضى الذين يستحقون أن يأخذوا التطعيمات أشياء معينة، أن يتم تحويلهم أن يأخذوا التطعيمات عندنا حتى في الصيدلية في الصحة نفسها، يعني الصحة دائما مركزين على العلاج كوننا مستشفى، لكن ايضا يكون هناك تركيز على الوقاية، تلقوا العيادات مثلا الوزن الزائد، هناك أماكن,cultural_local_adaptation,ar,theme_evidence
D1_S0930,Theme_4_Culturally_Grounded_Solutions,D1_S0930,HWCH6AR.docx,6,D1_P12,participant,"Hospital PR manager, Table 6",identified,verbatim_transcript,Q2,فماذا الفرد عندنا، فانت اذا تك تتكلم على منهم الثلاثة والمريض وعائلته وال ايضا والمجتمع، فنحن نأخذ الثلاثة جوانب مع بعض، الآن حاليا بدأت في مستشفيات معينة لم تحدثت في كل المستشفيات، يعني الوكرة واحدة منهم، وأخذت الاعتماد يسمونها يأتوا ويعملوا استبيانات. يأتوا يلون screening ويجلسوا مع المرضى و مع يتأكدوا أن هذا يطبق بالمعايير الستاف والمريض وعائلته والمجتمع مثلا يطبق على وتطبق على عرفت علي فعندهم قناعة أنه إذا ركزنا على هؤلاء الثلاثة بكل المعايير.,early_detection_prevention,ar,theme_evidence
D1_S0928,Theme_4_Culturally_Grounded_Solutions,D1_S0928,HWCH6AR.docx,6,D1_P12,participant,"Hospital PR manager, Table 6",identified,verbatim_transcript,Q2,هذا رقم واحد رقم اثنين بدأوا يهتموا بال أصبحوا يعملون رحلات معينة، معينة، صوغة والأشياء الموجودة، ويعملوا للرحلات مع مع عائلاتهم، يعطوهم مثلا أنهم يشتركوا في الرحلات التي يقول لك أنت وعائلتك مع discount specific للمؤسسة جميل كثيرا، لكن نحن لم نر بهذه الأنشطة Second victim. Second victim program specific staff هناك ايضا ذهبوا بين هذا الحكي عندما يحدث هناك، أو يحدث مثلا هناك خطأ طبي صار، بغض النظر من خطأ طبي صار وصار عندهم الشعور بالذم.,awareness_education,ar,theme_evidence
D1_S0007,Theme_4_Culturally_Grounded_Solutions,D1_S0007,HWCH0AR.docx,0,D1_P03,participant,"Mental health professional, Table 0",identified,verbatim_transcript,Q1,"That I might be genetic or something, but, but from a, from a work point of view, and I think this is relevant to Qatar, I think the thing that I'm most proud of is, um, the introduction of the national Mental Health Health plan. Um, just a very brief story. So we were doing some, um, mental health awareness and we did a walk with Cater Airways on the runway at, at Dohan International Airport.",awareness_education;pillar_intellectual,ar,theme_evidence
D1_S0973,Theme_4_Culturally_Grounded_Solutions,D1_S0973,HWCH6AR.docx,6,D1_P10,participant,"Psychologist, Table 6",identified,verbatim_transcript,Q4,الحالة الاجتماعية، هذه لها علاقة، نريد أن نرى الأهل من أين هذا المتنمر، من أي بيئة من أي culture. الشخص الثاني، لماذا قبل أن هذا الشخص يتنمر عليه لو ما جد منه ضعف، لو ما جد عنده ما يسمونه الحيطان. يعني لا نستطيع أن نطبق علاقة مع رم يعني لن يكون راجع. الذي يريد أن يتنمر هذا ليس عنده رادع، فأنا نجلس نتحدث برب العالمين، لن نستفيد شيء، وبالتالي يجب أن نشتغل على منحى ثانية، على ثاني.,cultural_local_adaptation,ar,theme_evidence
D1_S0247,Theme_4_Culturally_Grounded_Solutions,D1_S0247,HWCH0AR.docx,0,D1_P01,participant,"Psychiatrist, Table 0",identified,verbatim_transcript,Q5,"Yeah. Maybe I'm as, as a user of the healthcare system, not just as a practitioner. I agree with what you have said and, and it should be implemented from every age, but I think the problem is not just with the health sector, usually they don't involve people and to decision making into what they want, what is working, what not just, you know, top down.",healthcare_system_critique;practical_recommendation;professional_identity;top_down_systemic_change,ar,theme_evidence
