segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,question_id,segment_text,codes,language
D3_S0013,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q1,"They need to know of these spokes where they're at. It's not going to be this perfect aligned wheel. Once they can map that out to know, at each stage of the adulthood, it changes.",general_response,en
D3_S0014,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q1,"To maintain for them what is balance and priority and at the end of it, maintaining those pillars is so important.",general_response,en
D3_S0015,HWAD10AR.docx,10,D3_P23,participant,"Medical student, Table 10",identified,Q1,"I agree with everything that has been said. I also want to add that for me, well-being is not just an individual thing.",general_response,en
D3_S0016,HWAD10AR.docx,10,D3_P23,participant,"Medical student, Table 10",identified,Q1,"It's also very holistic and very collective within the dynamics that we live in. I think what I have been noticing a lot is the relationship within the family, within the society, the close circles and the friends and how it all affects each other. Of course, like everyone has mentioned, a lot of well-being is the spectrum of self-reflection for everyone and the insight that each person has and has a subjective balance for every person.",general_response,en
D3_S0017,HWAD10AR.docx,10,D3_P23,participant,"Medical student, Table 10",identified,Q1,"I like what you said there about the wider picture and it made me think about society right now, like the world, and I don't know about anyone else, but I sit there every night just going, where are we going as a world? I do that with my morning paper that I read every day. That well-being piece is about, I have this sense of dread, like literal sense of dread, and so my well-being is directly impacted by the world kind of stage of politics right now. So as an adult, I'm like, Jesus, where are we going? What's happening here? And that kind of whole well-being piece is not just about me being able to control what I control, but the world and where it's going and that dread that that's creating for me.",general_response,en
D3_S0018,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",indeterminate,Q1,"Amazing. Thank you for your picture. So, Naushina.",moderator_context,en
D3_S0019,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",indeterminate,Q1,"Yes. That's correct. Okay, please introduce yourself.",moderator_context,en
D3_S0020,HWAD10AR.docx,10,D3_P24,participant,"Occupational therapist, private sector, Table 10",identified,Q1,"This is Naushina. Basically, I'm from Mumbai, India. I'm in Qatar since 15 years, and in India I used to practice, like allied practitioner for like occupational therapies and acupuncturist.",general_response,en
D3_S0021,HWAD10AR.docx,10,D3_P24,participant,"Occupational therapist, private sector, Table 10",identified,Q1,"Now here I'm doing, by the side I'm as a teacher as well, so my subject is chemistry and bio. At the same time, I'm practicing, like basically well-being only, like I'm just trying to bring the people towards the healthy lifestyles. So related to well-being, especially if you're talking about adults, especially the adolescent age, these days now we are seeing like, you know, the Gen Z kind of generation, they need more lessons or they need to be on track about well-being, like, you know, socially, mentally and physically.",general_response,en
D3_S0022,HWAD10AR.docx,10,D3_P24,participant,"Occupational therapist, private sector, Table 10",identified,Q1,"They need all these three, we need to think for them, all these three perspectives, because especially what we see in India, like, you know, they are totally out of track in so many things. They are nowhere, if you see today, they are nowhere in between, like, you know, how our parents raised us. They are not like that.",general_response,en
D3_S0023,HWAD10AR.docx,10,D3_P24,participant,"Occupational therapist, private sector, Table 10",identified,Q1,"So yeah, of course, if we consider their well-being, we need to consider their physical, social and mental health. Yeah, that's what from my side. Thank you.",general_response,en
D3_S0024,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q1,"That's amazing. So you guided me to, I remember one of the professors when I studied my master's degree in Jordan was mental and psychiatric health. That's since 12 years.",moderator_context,en
D3_S0025,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q1,"I'm not too old, but that's since 12 years. One professor said about the social pillar that we are not blaming the mentally ill patients why he is ill. We are blaming the social, the people around him who did not provide the needed support for him.",moderator_context,en
D3_S0026,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q1,"So he cannot reflect his feelings, then things become complicated day by day. And based on the physical and emotional and spiritual, all of them integrated together. And our theme last year was focusing on no health without mental health, for example.",moderator_context,en
D3_S0027,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q1,"So mental health is very important, it's triggering every cell in your body. There's a lot of correlation studies focusing on mental health, the depression and vitamin D, for example. If you have anxiety or stress, your food will be affected, your appetite will be affected, your sleeping pattern will be affected, your interaction with the people will be affected, your ability to think and decision-making process will be affected.",moderator_context,en
D3_S0028,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q1,"So all of them integrated to each other. Decision-making, whether physical activities, whether spiritual, feeling belonging for something, somebody, why you are doing that. If there is nobody monitoring you, are you doing the same activities in front of people? So one of the Islamic scientists said that if you want to know a human, what he is, ask yourself, are you the same in front of others while being alone or not? Are you doing the same things in the same equality? So to know you.",moderator_context,en
D3_S0029,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",indeterminate,Q1,"So let us, if you do not have any elaboration or comments, we will move to another question.",moderator_context,en
D3_S0030,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q1,"For me, well-being, I've studied a lot, it's basically balance, but most importantly, for me it's the one inside, inside of you. Because once you feel like simply happy, contented, it will exude out your personality and it follows your health and the attitude of the people around you, your attitude towards them.",general_response,en
D3_S0031,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q1,"And also I think of it as a continuous cycle of being better. When you fall once, you get back. It applies in different situations.",general_response,en
D3_S0032,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q1,"So it's like a cycle, a continuous cycle of improvement or bettering yourself. That's it. Thank you.",general_response,en
D3_S0033,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"Any other comments? Anyone want to add? We are good. Okay. You are okay? So our second question, when we describe someone as well, what do you mean? Including the health aspect, or social aspect, or spiritual or emotional aspect.",moderator_context,en
D3_S0034,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"When I ask you about one of the friends you did not, I did not see him or her since years, and you say that she's well. What do you mean by she's well or he's well? This is get it from, we got that from the well-being. Yeah, so.",moderator_context,en
D3_S0035,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"Do you want to go the other way around first? What do you want? Yeah, please, anyone.",general_response,en
D3_S0036,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"Here we go. So I think the first thing, when I think of wellness, it is something that you see from the outside.",general_response,en
D3_S0037,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"That person's continents, that person how they're presenting themselves. But that's a direct reflection of what's happening internally. And internally, not just in terms of physical health, not just in terms of mental health, but in terms of their social relationships, in terms of their spirituality, their wholeness.",general_response,en
D3_S0038,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"For me, everything is about the whole self. So wellness is really something you see externally, but that's truly a reflection of what's happening inside that individual. On the other side, if you physically see someone unwell, you will see physical changes on them, their demeanor, the way that they carry themselves, even the way that they dress.",general_response,en
D3_S0039,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,And that's often also a reflection of what's happening internally. So it's both. It's the inside and the outside messaging of what wellness looks like for me.,general_response,en
D3_S0040,HWAD10AR.docx,10,D3_P19,participant,"Admin, HMC Mental Health, Table 10",identified,Q2,I got an email yesterday from a friend whom I haven't actually physically seen for 18 years. She was one of my best friends back then. But we emailed a few years ago.,general_response,en
D3_S0041,HWAD10AR.docx,10,D3_P19,participant,"Admin, HMC Mental Health, Table 10",identified,Q2,"And I think the list of questions quite kind of outlines what does it mean when you say to someone, well, are you well or not? The first question is, how are you doing? How is the family? How have the kids been? Everything going okay with school? Is everyone in good health? What about your job? It effectively goes through all those dimensions. And that's where you create this picture. Well, is it well, or is it not well? But this is the typical interaction with someone who you haven't seen for a while.",general_response,en
D3_S0042,HWAD10AR.docx,10,D3_P19,participant,"Admin, HMC Mental Health, Table 10",identified,Q2,And it really does follow all these different aspects. How are your pets? I didn't have any.,general_response,en
D3_S0043,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"I was just thinking actually, because I have a friend, mutual friend, who I think, I would describe her as well.",general_response,en
D3_S0044,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"You know, she's doing well. But equally, I also know some of the background struggles that this person's going through. I know that because she's my friend.",general_response,en
D3_S0045,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"But no, like, she's well, but she's also got this stuff that she's going through. So it's that idea of like, what is wellness? Because she is well, and she's happy, but she's also got this other thing that I know is probably breaking her heart. And it's that balance of like, and it's like someone with a disability, someone with an amputation who is competing at the Olympics.",general_response,en
D3_S0046,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"They're well, but they're missing a leg. It's that idea of like, what is wellness? How do you define it? Like, is it the absence of illness? Is it the absence, is it your family's well? Is it that everything's going well for you? I think it's such a complicated concept, you know, like you can, I'm well, but I'm having an MRI on a bad knee. I'm well, you know, I'm defined as well.",general_response,en
D3_S0047,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"From your point of view, what's wellness? I mean, For you.",moderator_context,en
D3_S0048,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"For me, like, I'm happy, I'm healthy-ish, as good as I can be. I'm healthy at my age.",general_response,en
D3_S0049,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"My family are well. My, you know, finances are okay. I have people who love me.",general_response,en
D3_S0050,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"I have, you know, I'm not a spiritual being, so that's, you know, but I have beliefs and I hold firm to those beliefs and I'm achieving things that I set out to achieve. That's wellness for me. It doesn't mean that my body's 100%.",general_response,en
D3_S0051,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"It's never going to be, ever again. It doesn't mean that there's maybe not something that's going, happening. You know, that will always happen.",general_response,en
D3_S0052,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"There's always bad stuff. It's how I have that self-determination to deal with that bad stuff, you know. That's wellness for me, is that I can cope.",general_response,en
D3_S0053,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"I can be like, yeah, my knee's a bit bad. We'll see, you know. Yeah, I'm fine, you know.",general_response,en
D3_S0054,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"It's not the end of the world. You know, there are people who have worse stuff than me, so I'm well, you know. Like, I'm well comparatively and, yeah.",general_response,en
D3_S0055,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"So, this is amazing answer and guided me to mention that, maybe catching on that, I used to run for the United Nations for 13 years. I covered Syria, Lebanon, Iraq, and many crisis areas. People understanding wellness and well-being in very, very different aspects.",moderator_context,en
D3_S0056,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"So, once you are asking them, are you feeling good? Are you good? How are you? They're directly going to the aspect, to the main steps of Muslim hierarchy. I'm secured. I slept yesterday without pumping.",moderator_context,en
D3_S0057,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"Ah, for example, I have the food. My father is still alive, you know. So, compare this answer with somebody living in Qatar or in UAE or the United States and such developed countries for 15 years, for example.",moderator_context,en
D3_S0058,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"They will say, I'm well if I got financial status. I went for many recreational activities. I'm studying in American or British schools, you know.",moderator_context,en
D3_S0059,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"So, the well-being difference varied from environment to environment. It's also varied from person to person. So, for this reason, I'm asking from your own perspective.",moderator_context,en
D3_S0060,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"I really want to comment on that because the thing is that I think human beings fundamentally need to have problems. The more you have, the more reasons you'll find to be miserable. So, and I think, you know, you have people who have millions of money and all sorts of things, yet they're the most miserable ones.",general_response,en
D3_S0061,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"Exactly. You know, I think that we often forget and I do a lot of well-being talks all over the place. We forget that we need certain amount of challenges and that is what makes us stronger.",general_response,en
D3_S0062,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,That is what gives us that sense of well-being at the end of the day. It's not about stress-free life. There's no such thing.,general_response,en
D3_S0063,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"But really appreciating that despite all of this going on, I can deal with this. I'm able to cope with it and be reasonably happy within that. But I honestly think that people have to have something to be miserable about because they don't appreciate anything if they don't.",general_response,en
D3_S0064,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,An athlete has to provide stress on their body to get stronger. We're the same. You make me think of the Maslow's hierarchy of needs.,general_response,en
D3_S0065,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"We all were like Maslow. And you're so right because to each person, the basic needs, for somebody, it's food. For somebody who has food, they've already gone to the next stage or they're not thinking about it.",general_response,en
D3_S0066,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And I feel like, because we're talking about adults, I think there's a huge responsibility to, I guess, I don't know, be grateful and remind themselves. And I think gratitude takes you a long way to know that we have certain things. And it doesn't mean that I'm going to now compare myself to somebody who's in a war zone and say, oh, look at me and I'm going, and they're so, it's not about that.",general_response,en
D3_S0067,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"I think it's about appreciating where you are at and doing whatever you can, even for your own self to make sure that you're not contributing to part of that misery. And I think that's an adult's responsibility. And so, yeah, I really feel like that's, and I just think there's so much judgment.",general_response,en
D3_S0068,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"So when we talk about somebody is well, but so much is going on in the side, I think we're just being sort of trained to answer in a response that people can just accept because you're busy, you're busy, everybody's busy. And so if I now say I'm not fine, I have to take time out of my day to understand why you're not okay. And so I feel like a lot of people don't even come, adults come to reality or they don't want to face what's not well.",general_response,en
D3_S0069,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And so then that's when the therapist comes in the picture because then they can go talk to this one person who will listen and kind of guide them. But I feel there's so many layers of this and it shouldn't be this complex. And so when you're talking about we should have reasonable amount of worries, I feel like there's layers and that whole thing of consideration, we've lost all of that as adults.",general_response,en
D3_S0070,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And I think we realize that in this adult phase that we mask so much and that's where all the illness happens is when we're masking so many layers. And so there's very few people that, and so then I think it's that discovery of while things are not okay, what is okay? You talked about Gen Z. I think they're better, I think mine's a Gen Z. Yeah, I don't know. I don't know.",general_response,en
D3_S0071,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,"But I think young people are much better. If I had the emotional maturity that my 15-year-old has, the ability to talk about stuff and her own mental health and coping, I would be a much better person today.",general_response,en
D3_S0072,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"Yeah, my 10-year-old has very nice, strong boundaries. I'd be like, you know, this is a lot for me, just wait or something. We didn't have that. I don't think it's part of language.",general_response,en
D3_S0073,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And I think that's our responsibility is to teach that. But we mask, I feel like adults are, you know.",general_response,en
D3_S0074,HWAD10AR.docx,10,D3_P23,participant,"Medical student, Table 10",identified,Q2,"I agree with what you mentioned earlier because when I think of someone who is well, I agree with that cultural and contextual aspect.",general_response,en
D3_S0075,HWAD10AR.docx,10,D3_P23,participant,"Medical student, Table 10",identified,Q2,"And one of the first things that comes to mind is stability. And that includes financial and political and social stability. That when I think of someone who is well, someone who is satisfied with their life, someone who has found that internal satisfaction and has met their needs, their Maslow's hierarchy, their basic needs.",general_response,en
D3_S0076,HWAD10AR.docx,10,D3_P23,participant,"Medical student, Table 10",identified,Q2,"And also other than that, someone who is well, like what you mentioned, difficulties are always there. Hardships are always there. But someone who is able to adapt, someone who is flexible and able to take it on.",general_response,en
D3_S0077,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,That's what comes to mind. I actually had to make some notes so I didn't forget how all the other conversations were triggering more thoughts. But this goes back to what Julie had said at the beginning.,general_response,en
D3_S0078,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"I actually agree that wellness is not about the absence of challenges or struggles, right? But it's the ability to cope with those situations in your life. And when we think about coping, it's where the other pillars get pulled in. It's where the mental, the spiritual, the social, the intellectual gets pulled in to create that balance that you're saying.",general_response,en
D3_S0079,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"So as we listen to everyone, in reality, we're all kind of defining wellness and what it is, with all these aspects still coming back to these pillars of what wellness really is. I actually wanted to comment on two things there about the pillars, because I so agree with you. Whatever way we look at it, it goes down to all of these things.",general_response,en
D3_S0080,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"But I had a patient who called last week. And it came to me as a grief, bereavement case. And when I spoke with her, her dad has passed away recently.",general_response,en
D3_S0081,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"Actually, it was a perfectly normal reaction. But everybody around her told her, this is not normal. Why are you crying about it? Things happen to people.",general_response,en
D3_S0082,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And just for her to hear, it's okay for you to be sad about it. It's perfectly normal what you're going through. She didn't need a second session after that.",general_response,en
D3_S0083,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"But the power of people around us, because you were saying earlier about them, the society, it really is very, very powerful. But the second thing I wanted to comment was about spirituality. We do get a lot of calls from people who are very, very distressed, contemplating suicide maybe, or self-harm.",general_response,en
D3_S0084,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"The strongest protecting factor by far is faith. You know, something to really dig into at those times when you feel hopeless and lost. And I really think that it's incredibly powerful, a powerful part of our well-being.",general_response,en
D3_S0085,HWAD10AR.docx,10,D3_P21,participant,"Manager, occupational therapy, Sidra, Table 10",identified,Q2,Do you think that faith has to be a named faith?,general_response,en
D3_S0086,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"No, no, no. Faith in something. In this kind of multicultural context, we get all different religions, we get people who are atheists, but even they have fundamental beliefs and values.",general_response,en
D3_S0087,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q2,"And as long as we go back to those, it really is something that comes from very deep within. For me, it reminds me of my previous years when I started working as an overseas Filipino worker. Actually, I'm a second generation.",general_response,en
D3_S0088,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q2,"My father and my mother used to work here since 1982. So, I've been now filling in their shoes. I'm experiencing what they experienced before.",general_response,en
D3_S0089,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q2,"And starting up, I used to face really difficult situations. You know, there's prejudice, we cannot avoid that. There's discrimination.",general_response,en
D3_S0090,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q2,"But when I do feel the need to react to this moment, I agree with Donna when she mentioned just being grateful. When I look into other people's difficulty situation, not merely comparing but assessing yourself that he or she is surviving with this couple, or unlike me that I eat regularly, and then I have a stable job, I have a healthy family, I have someone that cares for me and loves me. So that itself soothes me.",general_response,en
D3_S0091,HWAD10AR.docx,10,D3_P25,participant,"GP, private healthcare center, Table 10",identified,Q2,"I cannot think of that word, but it defines me more that I should be satisfied, I'm well. That's my perception.",general_response,en
D3_S0092,HWAD10AR.docx,10,D3_P24,participant,"Occupational therapist, private sector, Table 10",identified,Q2,"Already so many points are covered here, but for me wellness is how strong you are internally, and self-control.",general_response,en
D3_S0093,HWAD10AR.docx,10,D3_P24,participant,"Occupational therapist, private sector, Table 10",identified,Q2,"These two things I want to add, in all those comments already you have given. If you are strong, because of course we are living in different countries, we are here from different countries, if you see people in Qatar, sometimes we see the people who are richer than you. Those feelings of course, we are like human beings, emotionally we are weak, but the more we go inside, those things affect more, and then we feel more sick inside.",general_response,en
D3_S0094,HWAD10AR.docx,10,D3_P24,participant,"Occupational therapist, private sector, Table 10",identified,Q2,"That we can't say, the wellness, but if you see and if you have faith inside, within you, and how strong you are internally, then you can say to yourself, wellness, you can define yourself, if someone is asking, as you said, how is your family and everything, if the person is internally going with so many traumas, the more you take in your head, the more you feel sick, but if you are internally strong, if you are emotionally strong, then of course the person can stand strong in society. Because already so many points are covered here, so that's what I want to say. Thank you.",general_response,en
D3_S0095,HWAD10AR.docx,10,D3_M09,moderator,"Moderator, Table 10",identified,Q2,"Anyone wants to comment, to elaborate?",moderator_context,en
D3_S0096,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"The other point that I had written down, that I didn't mention, which also was triggered by what Donna was saying, is that as individuals, how we define wellness, is based on our perception, not necessarily on what the other person may be experiencing. So this is where that cultural context comes in. But how I define wellness, from my perception, is going to be different from everyone else around the table, because it's how we are seeing what's happening around us.",general_response,en
D3_S0097,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"I agree. Sorry, I have to go. I so agree with you.",general_response,en
D3_S0098,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And when, you know, in my service, when we work with people, the question we ask everyone, what is it that you wish to achieve? What does that good look like? What does it mean to you? And of course, because we are brief intervention, rapid response service, we can't take every single thing in someone's life. We have to talk about how do you prioritize them. And that in itself is actually a journey for people to stop and reflect what is important to me, what would have to change for me to say I'm feeling better.",general_response,en
D3_S0099,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And I think that itself has a therapeutic value, because in this crazy modern world, we are connected 24-7. I am amazed continuously how detached people are from themselves and just living through all of the social media and so on. It really amazes me, I have to say.",general_response,en
D3_S0100,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"I'm a little bit old generation, so no social media here. But, yeah, you know, I so agree with you. What does it mean to you?",general_response,en
D3_S0101,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"And that question breaks the cultural context barrier, right? I don't necessarily need to fully understand your culture in order for me to help you come to a place where you understand or receive wellness, right? By me asking you the question of what does that mean to you, that's the invitation for you to analyze it and define it based on your identity, right? All of who you are.",general_response,en
D3_S0102,HWAD10AR.docx,10,D3_P19,participant,"Admin, HMC Mental Health, Table 10",identified,Q2,We would call that professionally meaningful occupation. Meaningful occupation. Absolutely.,general_response,en
D3_S0103,HWAD10AR.docx,10,D3_P19,participant,"Admin, HMC Mental Health, Table 10",identified,Q2,"And when you think about occupation not as my job, my occupations are the things that I have to do to remain well. So if we engage in meaningful occupation... I love what you're doing. Yeah.",general_response,en
D3_S0104,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"Oh, you've got to, we spent so many hours at work. No, but I want to comment on this, breaking those cultural and sometimes generational differences. Because I'm obviously a Westerner by background, a very individualistic culture, isn't it? And I had recently this young lady as my patient who was very, very distressed, very depressed as well.",general_response,en
D3_S0105,HWAD10AR.docx,10,D3_P22,participant,"Participant, role not stated, Table 10",identified,Q2,"And for her, it was the family expectations that were putting her in a very tight spot. With her reflecting to her university colleagues who came from different backgrounds, different behaviours, expectations, and she was trying to balance between these two. And for me to have no view, no judgement on, well, how do you want to resolve this? It was a real journey for her to think about the family values, how does she relate to people around her? But as healthcare professionals, we really have a very important role in giving that space.",general_response,en
D3_S0106,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"We can't say what's right or wrong, all we can do is give that space. But very, very important. Lesley, please.",general_response,en
D3_S0107,HWAD10AR.docx,10,D3_P20,participant,"Manager, social work, Sidra, Table 10",identified,Q2,"Clinically, I work with individuals who've had a facial paralysis, have had a facial paralysis, and a non-recovered facial paralysis. So your face is the thing that everyone sees, so it has a huge impact on mental health. But as a practitioner, I've had to learn very carefully over the years that what matters to me is not what matters to them.",general_response,en
