evidence_id,theme,segment_id,source_file,table_id,speaker_code,speaker_type,role_label,attribution_status,evidence_type,question_id,excerpt_text,codes,language,report_use
D4_S0036,Theme_2_Good_Ageing_as_Relational_Belonging_Non_Burden_and_Continued_Significance,D4_S0036,HWEL1AR.docx,1,D4_P05,participant,"Participant, Hamad Medical Corporation, Table 1",identified,verbatim_transcript,Q1,"أنا يعني ما رح أضيف عن اللي قالوا ما شاء الله يعني كان النقاش شمولي لكن رح أضيف يعني معنى الحياة الطيبة في حديث اللي هو المؤمن القوي أحب إلى الله من المؤمن الضعيف. وهذا فيه دلالة وربط على أكثر من, مش الصلابة البدنية فقط حتى المرونة النفسية والرضا وغيرها من الأمور. التوكل والعزم. فمثلا اليوم احنا تركيزنا على فئات كبار القدر, يعني لو رجعنا سنة قبل كنا لما نشوف كبار القدر يمارسون رياضة أو بيتحركون أو بيزولون نشاط شوي بدني فيه جهد كنا يعني نقولهم لا مثلا خلى عنك أو ارتاح وكذا. مع ان هو بالعكس المفروض انه احنا نشجعهم انه هما يتحركون ويزولون رياضة وما فيه شيء انه مثلا والله سنة ستين لا لازم يقعد في مكانه وما ينتج. بالعكس هالانتاج يرجعله (self-esteem, sense of productivity) حس الانتاجية والعطاء والأمور الثانية الأهداف النبيلة اللي حفها علينا ديننا قبل المعتقدات المجتمعية وغيرها من الأمور.",contentment_acceptance;balance_multidimensional;spiritual_moral_anchor;dignity_autonomy;mental_health_elderly;family_caregiver_ecology;practical_suggestion;pillar_physical;age_dignity_language,ar,theme_evidence
D4_S0062,Theme_2_Good_Ageing_as_Relational_Belonging_Non_Burden_and_Continued_Significance,D4_S0062,HWEL3AR.docx,3,D4_P08,participant,"Participant, Hamad Medical Corporation, Table 3",identified,verbatim_transcript,Q2,(نستكمل) فكانت بعافية لما كانت رأيها مسموع وحوارها وتأثيرها على أولادها وأحفادها وكنائنها وكل العيلة الممتدة يعني كشخص من كبار القدر كانت إمبراطورة العيلة كلها بمحبة بتوازن بحكمة بإيمان بكل هذه الركائز صار عندها جلطة أصيبت بها أثرت على مراكز الكلام والتواصل تسببت في ضرر على مناطق اللغة وصارت زي طفل صغير .,balance_multidimensional;dignity_autonomy;community_support_programs;family_caregiver_ecology;age_dignity_language,ar,theme_evidence
D4_S0068,Theme_2_Good_Ageing_as_Relational_Belonging_Non_Burden_and_Continued_Significance,D4_S0068,HWEL3AR.docx,3,D4_P10,participant,"Social-welfare / social-work participant, Table 3",identified,verbatim_transcript,Q3,بالنسبة للسؤال كيف تحسن هذه الركائز العافية؟ الركائز مش بس للناس الكبار في العمر لكل الناس حتى للصغار كلما كانت تلك الجوانب مكتملة كلما الإنسان عاش بعافية أكتر ما هي مشكلتنا؟ برأيي إنه إحنا محتاجين نعيد تعريف مين هم كبار السن فيه ناس عندنا بالستين والسبعين وفيه أصغر وأقدر على التكيف مع الحياة من ناس عمرهم ثلاثين، أنا بيجيني مريض عمره 27 سنة بقول لي أنا خلص راحت علي هو من جوه حاس إنه كبر، كان عندي مدير قبل فترة كان شكله من الخارج كان فوق السبعين كان ييجي يداوم الساعة ستة يلف المركز كله مركزنا كتير كبير كان يمشي الصبح أنا ما بقدر أمشي زيه بيحضر كل شيء عمره ما غاب طب هذا كيف أقول عنه في البطاقة هو كبر في البطاقة ولكن زي ما حكت الأخت أكله صحي يلعبرياضة مهتم بنفسه يقرأ القراءة تصغر الواحد دايما ذهنهحاضر، إذا اردناحصر إحنا إيش بيصير معنا واحد صار بالستين يلا خلوه يتقاعد في عز خبرته في عز ما صار نضج تطلعي بره على أمريكا بتلاقي كل الناس اللي في المناصب كلهم بالستين وفوق لأنه هدول مفيدين ما هم الشباب إحنا إذا ما نكون كله شباب تخيلي مؤسسة كلها بالعشرين والثلاثين شو بده يصير في المؤسسة يعني ،، والناس من سيقوم بتعليمهم ، بعرف واحد قريب لي أول ما تقاعد الأمراض كلها هجمت عليه كل الأمراض هجمت عليه ليه؟ لأنه جلس في البيت خلاص هو مات يعني اجتماعياً ،خلاص انت وضعته في الغرفة في البيت انت هاي حياتك إذا هو قادر يعطي هو للسبعين قادر للتمانين قادر يعطي للأجانب ببره بيشتغلوه إحنا معطين للشغل عمر ومعطين للناس إذا أنا ستين وقادر أشتغل طيب خليني أشتغل، عندي واحد عمره عشرين سنة لا يستطيع الركض أو يمشي وفيه ناس عندنا بالستين وسبعين ما شاء الله بروحهم بيسافر وروحهم حاضرة فأنا بحس هذا النوع من أنواع التمييز إنه إحنا نحط الناس في فئات ونقول له انت هيك ضل انت هيك لازم تسوي هاي حياتك حرام بالضبط يعني مهم العمر وهذا بيولوجيا وإحنا بنعرف إنه فيه محددات بيولوجية بس إذا الإنسان حياته صحية ومتكاملة والجوانب هاي كلها شغالة فيه ليش أنا أحط وأقول له لا أقعد في البيت حرام.,balance_multidimensional;spiritual_moral_anchor;family_caregiver_ecology;post_retirement_gap;practical_suggestion;age_dignity_language,ar,theme_evidence
D4_S0093,Theme_2_Good_Ageing_as_Relational_Belonging_Non_Burden_and_Continued_Significance,D4_S0093,HWEL7AR.docx,7,D4_P13,participant,"Rehabilitation-hospital participant, Table 7",identified,verbatim_transcript,Q1,يمكن أكثر نقطة بنواجهها هي حفظ كرامة المريض. بالنسبة لكبار القدر عادة يعني المريض لما فجأة بالذات لكبار القدر لما فجأة مثلا يصير انتكاسة ويكون مثلا يعني. يعني الكبار عادة مثلا يعني عايش نظام حياة صحي جيد يعتبر. وفجأة مثلا طاح وصار مريض وحس بعجز وكان صعب بالنسبة للمريض هالشعور، فراح يكون صعب عليه يتقبل إنه محتاج مساعدة، صعب عليه يتقبل إنه صار محتاج يعتمد على حد غير اعتماده على نفسه، فيمكن أكثر حاجة تعطيه للمريض يعني كرامة وقدر بمعنى.,dignity_autonomy;age_dignity_language;professional_identity,ar,theme_evidence
D4_S0097,Theme_2_Good_Ageing_as_Relational_Belonging_Non_Burden_and_Continued_Significance,D4_S0097,HWEL7AR.docx,7,D4_P15,participant,"Participant, role not stated, Table 7",identified,verbatim_transcript,Q1,يعني بجوز مثل ما تفضلوا الزميلات القدر والاحترام. اهم شيء المكانه. يعني المكانة. يعني انه يقدم له مكانته. الاحترام الخصوصيه كمان شيء مهم جدا لانه يعني كبير القدر احيانا كثيره بيكون ممكن يكون يصاحبه مثلا انه ما بيعرف شو اللي بصير. صراحه كثير مش مطلع على التفاصيل فحفظ الخصوصيه احيانا كمان. هذا مهم جدا صراحه.,general_response,ar,close_reading_theme_support
D4_S0100,Theme_2_Good_Ageing_as_Relational_Belonging_Non_Burden_and_Continued_Significance,D4_S0100,HWEL7AR.docx,7,D4_P17,participant,"Elderly-center participant, Table 7",identified,verbatim_transcript,Q1,شكرا دكتوره. بارك الله فيكي. من وجهة نظري بحكم تعاملي مع هذه الفئة إني أشتغل معاهم معاهم فترة. أيوه. فكبار السن أو كبار القدر يحتاجون. أنا اختصرها في كلمة واحدة اللي هي الاحتواء. كي تعطيهم مكانتهم وتوفيرهم للبيئة الصحية. اللي هو الاحتواء تحتويهم كلمة الاحتواء. ولو أنت ما وفرت لهم نقول احنا الجانب اللي هو هذا المسن مثلا ما عنده جانب اقتصادي او ما عنده جانب اجتماعي. ولكن احتويته أنت كأبن راح تختصر عليه كل هذه الجوانب، يعني بالقصص أو الحالات اللي معانا كثيرة جدا عندما يحتوي سواء كان هذا الابن أو المعالج إذا كان هذا كبير القدر ما عنده أبناء مثلا المعالج أو الأخصائي الاجتماعي اللي يجي معاه البيت يزوره مثلا. او يجي معانا في المكتب. اذا احتويت انت اختصرت جميع المشاكل هذه. فكلمه الاحتواء هذه جدا مهمه جدا في التعاملات في الحياة الطيبة. توفير حياة طيبة وامكانيات. نعم الاحتواء.,spiritual_moral_anchor;dignity_autonomy;family_caregiver_ecology;containment_emotional_holding;age_dignity_language,ar,theme_evidence
D4_S0018,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0018,HWEL10AR.docx,10,D4_P27,participant,"Student, HBKU, Table 10",identified,verbatim_transcript,Q4,"Some doctors advise on lifestyle if they have enough time, but it is not a formal requirement. The spiritual pillar is well-reflected here; there is a mosque and wudoo area in every hospital I visit, which is amazing. Her interpretation is that the application of the pillars is inconsistent and depends entirely on the individual doctor and their available time. It is an ad-hoc practice rather than a required, systematic component of care.",balance_multidimensional;spiritual_moral_anchor;pillar_spiritual,en,close_reading_theme_support
D4_S0019,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0019,HWEL10AR.docx,10,D4_P28,participant,"Rumailah Hospital participant, Table 10",identified,verbatim_transcript,Q4,"In Rumailah and Hamad hospitals, they have created Multidisciplinary Teams (MDT). Even if a doctor doesn't provide social support, a dietician or physical therapist in the team will. Her interpretation highlights the Multidisciplinary Team (MDT) as a key mechanism for implementing the pillars. She views the MDT structure as a successful way to ensure patients receive holistic support, even if their primary doctor does not cover every aspect.",balance_multidimensional;multidisciplinary_team;institutional_example,en,theme_evidence
D4_S0020,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0020,HWEL10AR.docx,10,D4_P26,participant,"Consultant in family medicine, PHCC, Table 10",identified,verbatim_transcript,Q4,"We started a project at Raudat Al Khail Health Centre called the I-COPE Clinic. It is a holistic approach for the elderly involving physicians, physiotherapists, dieticians, and psychologists. It needs to be expanded to all centers.Regarding the emotional pillar, some centers have priority access or fast-tracking for the elderly and those with special needs, though consistency in implementation is still developing.",balance_multidimensional;person_centered_care;institutional_example;pillar_emotional;professional_identity,en,theme_evidence
D4_S0021,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0021,HWEL10AR.docx,10,D4_P26,participant,"Consultant in family medicine, PHCC, Table 10",identified,verbatim_transcript,Q5,"The biggest challenges are staffing and time. Consultations are often less than 10 minutes, making it hard to explore a person’s whole life. Language barriers are also an issue. His interpretation identifies systemic constraints-not enough staff, not enough time, and communication barriers-as the primary obstacles to providing holistic care",balance_multidimensional;workforce_constraint;cultural_barrier;professional_identity,en,theme_evidence
D4_S0168,Theme_3_Holistic_Elder_Care_as_Partially_Present_but_Unevenly_Integrated,D4_S0168,HWEL7AR.docx,7,D4_P14,participant,"Home care physician, Table 7",identified,verbatim_transcript,Q4,طبعا انا بعطيكم خبرتي الكبيره. خلني اقول لكم انا كنت سابقا. انا كنت اشتغل في المراكز الصحية. فطبعا كان المريض اللي هو الكلاينت كان يجينيي بدون موعد يعني كان المريض يدخل وهو يطلب يبي يعني هو متحكم بنفسه. فلما دخلت في 2016 على الهوم كير اللي هي الرعاية المنزلية فحقيقة أنا فقدت كثير من مرضاي. بس بالعكس أنا. أنا أقول حق دكتور علاء لما دخلت لهم لقيت فريق أنا مستحيل أشتغل يعني أنا أقول لك إياها في الجماعة موجودين. فريق كامل و متحد م يعني أنا مستحيل أشتغل بنفسي من اليوم اللي المريض يتحول لي أنا كطبيبة أنا أضع التحويلة أطلب أسألهم أول سؤال أنا خدمتي واحد اثنين ثلاثة اربعة انت هل انت متوقع اكثر؟ لا بليز انا اسوي له تحويل مكان ممكن أو ما ترى في ناس كثير مش فاهمين شنو مالرعايه المنزليه مكن جايين. لا يا دكتورة أنا ممرضة خاصة. فأنا بس مجرد أقول راح أدخلك زيارة وحده عشان أفحصك. عشان أقدم لك التقرير الطبي. ما يصير أكتب لك تقرير طبي بدون ما اشوفك. لان هاي يعني هاي غير مهني ما يصير أكتب على تقارير مش موجودة. هذا واحد من اليوم اللي يدخل لازم انا اخليهم في محور الحديث معانا. لذلك أنا أقول لك إياها الثقافه تغيرت صارت مركز رعايه الشخص كير الرعاية المتمحورة حول الفرد. فنحن نتعامل مع المريض بالنص. الأهل مقدمي الخدمة اللي حولنا الشركاء أنا ما أشتغل بروحي أشتغلوراي المريض ممكن اليوم عندي بكرة يكون في الطوارئ في كثير من التعاون يعني دخوله. اول شي لازم اوقع على موافقه انا راح اتعامل مع شخص واحد واللي احنا نسميه شريك رعايه. اللي هو شي يقولونه بالعربي ما اعرف المهم اللي هو الشخص المعني، الشخص المعني أونالشريك الشريك. فانا وقعهم اخليهم معاي في الخطة العلاجية. خلال الزيارة لازم ابدأ اسويه. اقول لهم يا اطباء بليز لا تتعدى لتوقعات اسأل السؤال انت شنو تتوقع مني بليز حط الف سطر. بعض الاطباء شوي متحمسين يحبون يساعدون. لا بليز ممكن هم ما يبونكم تتدخلون في الخطة العلاجية هم مبسوطين فا خلص انت بس اشتغل. لا يا دكتورة انا لازم اتدخل. لا لا لا لا سوري هو سعيد. هو سعيد ممكن تسوي لينك ممكن مع الدكتور الرئيسي ايه فلذلك لازم احنا نعرف وين مالتنا. الخطوط الحمراء ما يبيني اتدخل خلاص هاي لازم نحترم المريض. فلذلك لازم احنا نحط نفسنا في الدوامه. يعني في الخطة العلاجية والدائرة المقلقة اللي المريض لازم يكون في المحور. بعدين اذا في تعاون صرنا في كثير من التعاونات. يعني حتى مع نظام الاسعاف كانوا سابقا التقرير عشان أنقل المريض من البيت الى المستشفى لأنه يكون على اللي السرير ما يتحرك أنا مثلا أكتب شهريا تقرير تعاون أهالي المرضى قلنا لهم في البيت اللي هو الفضاء الذي هو اللجنة الاستشارية الأسرية تكون من أهالي المرضى، ما هو؟ ما هي الأشياء اللي محتاجينها؟ فكانوا زعلانين من موضوع الي هوة شهريا تجديد التقرير، فمباشرة اجتمعنا معخدمه الاسعاف جعلناهم محور الحديث عشان يكون الكلام من الناس اللي هم محتاجين. فاتفقنا اخيرا انه كل ستة شهور تجديد هاي التقرير عشان نخفف العبء على الاهل. هاي التقرير يجدد تلقائي اذا زيارة صارت من الطبيب عشان نضمن ان المريض طبعا هو عادة سبحان الله ما يتحسنون بالعكس يصيرون كبار القدر فهاي كل الاشياء نخليهم في محاورنا. طبعا انا اقول لك اياها. الركائز موجودة من ناحية المريض اهل المريض من الطبيب فكلنا نغطي بعض مستحيل واحد يشتغل نفسه. اقول دكتور علاء انا كطبيبة مستحيل اخذ قرار عن ادوية بروحي. انا لو كتبت ادوية خطأ وراي ناس خلنا نقول مساعدين الامان موجودة ورايصيدلانيه متخصصه تقولي دكتورة الدوا ما يناسب لانه طبعا ممكن بليز فدايما. هاي اشياء رائعة موجودة موجودة على ارض الواقع موجودة وعمرنا ما نكون احناما نشتغل بروحنا م لازم نكون مجموعه والمحاور كلنا نغطيها، فلذلك طبعا حتى الخدمة الاجتماعية ما أعزيهم. طبعا دورهم وايد مهم في حال إذا كان كبير القدر ما قادر يتخذ قرارات. إذا لقيت المريض محتاج هاي الخدمة على طول أحول واطلع وياه زيارة عشان يجوز أنا شايفتها مو انا يعني أخاف عليه أو شيء. فلذلك أنا محتاجة عين ثانية عشان أغطي المريض من الناحية النفسية والاجتماعية. الله يعطيك.,contentment_acceptance;balance_multidimensional;spiritual_moral_anchor;dignity_autonomy;person_centered_care;home_care_services;mental_health_elderly;community_support_programs;family_caregiver_ecology;service_adequacy_reflection;practical_suggestion;pillar_social;age_dignity_language;professional_identity,ar,theme_evidence
